Education,Education-Num,Matrital-Status,Native-Country,Occupation,Race,Relationship,Sex,Workclass,Age,Capital-Gain,Capital-Loss,Fnlwgt,Hours-Per-Week,Number of Records
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,56,0,0,265086,50,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,56,0,0,146660,60,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,124771,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,195876,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,316000,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,15024,0,200453,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,178353,50,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,161964,55,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,57,0,0,300104,84,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,142182,25,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,78141,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,177368,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,200040,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,205410,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,212534,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,290661,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,314153,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,322013,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,206532,50,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,0,519006,52,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,58,0,1902,225394,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,31137,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,50223,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,109638,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,118358,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,144092,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,157932,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,176647,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,193335,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,199713,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,202682,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,0,169133,45,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,59,0,1485,174864,45,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,177665,35,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,132529,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,143932,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,199378,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,224097,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,245062,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,372838,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,7298,0,240521,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,15024,0,103344,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,338345,45,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,60,0,0,142922,50,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,103575,37,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,106330,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,166124,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,273803,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,71209,45,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,228287,50,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,0,51170,55,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,61,0,2051,179743,20,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,62,0,0,118696,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,62,0,0,176811,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,62,0,0,186696,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,62,0,0,178745,45,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,237620,30,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,106023,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,176696,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,206052,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,226422,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,99999,0,118798,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,63,0,0,161563,48,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,64,0,0,102470,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,64,0,0,125684,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,64,2635,0,116084,40,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,65,0,0,118779,30,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,68,0,0,186943,8,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,69,0,0,122850,16,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,70,0,0,77219,37,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,71,0,0,78277,15,1
HS-grad,9,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,75,0,0,187424,20,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,27,0,0,119793,55,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,36,0,0,361888,40,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,40,0,0,37618,40,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,45,0,1902,47314,40,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,47,0,0,228583,40,1
Some-college,10,Married-civ-spouse,?,Craft-repair,White,Husband,Male,Private,53,0,0,211654,50,1
Some-college,10,Married-civ-spouse,Canada,Craft-repair,White,Husband,Male,Private,36,0,0,152621,40,1
Some-college,10,Married-civ-spouse,Canada,Craft-repair,White,Husband,Male,Private,49,0,0,176814,50,1
Some-college,10,Married-civ-spouse,Columbia,Craft-repair,White,Husband,Male,Private,25,0,0,190628,40,1
Some-college,10,Married-civ-spouse,Columbia,Craft-repair,White,Husband,Male,Private,60,0,0,160339,40,1
Some-college,10,Married-civ-spouse,El-Salvador,Craft-repair,White,Husband,Male,Private,36,3137,0,245090,50,1
Some-college,10,Married-civ-spouse,Germany,Craft-repair,White,Husband,Male,Private,28,0,0,38918,50,1
Some-college,10,Married-civ-spouse,Germany,Craft-repair,White,Husband,Male,Private,48,0,0,50880,40,1
Some-college,10,Married-civ-spouse,Germany,Craft-repair,White,Husband,Male,Private,54,3103,0,139703,40,1
Some-college,10,Married-civ-spouse,Greece,Craft-repair,White,Husband,Male,Private,32,0,0,194740,55,1
Some-college,10,Married-civ-spouse,Guatemala,Craft-repair,White,Husband,Male,Private,53,0,0,548580,40,1
Some-college,10,Married-civ-spouse,Italy,Craft-repair,White,Husband,Male,Private,38,0,0,185556,40,1
Some-college,10,Married-civ-spouse,Italy,Craft-repair,White,Husband,Male,Private,41,0,0,121718,40,1
Some-college,10,Married-civ-spouse,Japan,Craft-repair,White,Husband,Male,Private,36,0,0,221650,40,1
Some-college,10,Married-civ-spouse,Mexico,Craft-repair,White,Husband,Male,Private,31,0,0,229636,45,1
Some-college,10,Married-civ-spouse,Poland,Craft-repair,White,Husband,Male,Private,57,0,0,205708,40,1
Some-college,10,Married-civ-spouse,Puerto-Rico,Craft-repair,White,Husband,Male,Private,26,0,0,154966,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,20,0,0,117476,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,21,0,0,305874,54,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,22,0,0,418405,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,22,2407,0,190968,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,23,0,0,210797,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,23,0,0,109952,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,229773,35,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,168997,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,223811,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,2407,0,41838,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,403865,56,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,199883,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,220944,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,24,0,0,304463,65,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,53903,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,181772,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,209286,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,344991,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,476334,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,25,0,0,238964,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,0,0,106406,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,0,0,222539,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,0,0,224361,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,2829,0,182178,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,0,0,173992,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,26,0,0,287797,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,132326,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,295799,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,31659,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,109001,49,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,109165,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,0,0,196044,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,27,2829,0,358636,70,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,142712,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,206125,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,249541,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,535978,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,185647,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,156257,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,28,0,0,595088,63,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,213842,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,224215,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,308136,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,370242,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,5013,0,133420,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,59231,42,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,535978,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,202182,50,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,75648,55,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,130856,60,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,1485,149324,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,1672,147755,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,108023,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,170065,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,210851,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,231413,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,248584,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,312667,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,381153,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,196385,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,0,151967,58,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,1740,194827,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,30,0,2051,84119,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,48588,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,126501,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,152940,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,159187,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,191834,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,207201,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,208881,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,289731,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,308540,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,55849,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,246439,45,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,172304,50,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,4386,0,240771,50,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,0,226443,55,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,2407,0,211334,65,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,31,0,1579,164243,40,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,32,0,0,53373,36,1
Some-college,10,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,32,0,0,48520,40,1
